Name,Cloudiness (%),Country,Date,Humidity (%),Lat,Long,Max Temp (Fahrenheit),Wind Speed (mph)
Kiryat Gat,40,IL,1584558360,62,31.61,34.76,59.0,5.82
Salalah,40,OM,1584558426,73,17.02,54.09,77.0,6.93
Shellbrook,75,CA,1584558426,54,53.22,-106.4,5.0,1.74
Saint-Pierre,40,RE,1584558426,78,-21.34,55.48,78.8,5.82
Yerofey Pavlovich,18,RU,1584558426,87,53.97,121.97,15.06,3.6
Saldanha,0,ZA,1584558426,72,-33.01,17.94,66.2,12.75
Maracaibo,0,VE,1584558235,53,10.63,-71.64,85.5,6.38
Bambous Virieux,75,MU,1584558426,83,-20.34,57.76,78.8,3.36
Northam,75,GB,1584558181,93,51.03,-4.22,52.0,11.41
Zhigansk,63,RU,1584558427,93,66.77,123.37,-22.68,12.48
Mitchell,90,US,1584558427,70,43.71,-98.03,46.4,6.93
Nosy Varika,100,MG,1584558427,93,-20.58,48.53,74.46,4.41
Sungai Penuh,100,ID,1584558427,98,-2.08,101.38,64.92,1.66
Beringovskiy,100,RU,1584558427,97,63.05,179.32,33.42,26.89
San Carlos,4,VE,1584558427,20,9.66,-68.58,103.8,4.43
Viedma,45,AR,1584558428,42,-40.81,-63.0,75.72,6.11
Yumen,74,CN,1584558428,23,40.28,97.2,41.16,12.57
Geraldton,100,AU,1584558428,59,-28.77,114.6,64.4,11.41
Bolotnoye,100,RU,1584558428,94,55.67,84.4,23.04,12.26
Isangel,75,VU,1584558428,94,-19.55,169.27,75.2,17.25
Kuybyshevskiy Zaton,26,RU,1584558428,52,55.16,49.17,41.0,15.66
Kilindoni,86,TZ,1584558428,75,-7.91,39.67,82.44,6.58
Pau dos Ferros,79,BR,1584558429,62,-6.11,-38.21,85.98,4.34
Vestmannaeyjar,90,IS,1584558429,92,63.44,-20.27,30.2,23.04
Martapura,93,ID,1584558429,92,-3.42,114.85,75.36,2.42
Kuusamo,98,FI,1584558134,86,65.97,29.18,26.6,2.24
Fougamou,99,GA,1584558429,94,-1.22,10.58,77.94,3.85
Qaqortoq,75,GL,1584558250,54,60.72,-46.03,30.2,11.41
Shimoda,34,JP,1584558430,67,34.67,138.95,46.99,1.01
Honggang,11,CN,1584558430,84,46.47,124.87,23.52,7.23
Gizo Government Station,44,SB,1584558430,86,-8.1,156.84,76.98,3.76
Porirua,98,NZ,1584558159,72,-41.13,174.85,61.0,14.99
Sakakah,0,SA,1584558430,30,29.97,40.21,59.0,11.41
Porto-Novo,20,BJ,1584558431,83,6.5,2.6,84.2,13.87
Lorengau,99,PG,1584558431,74,-2.02,147.27,82.2,3.62
Urengoy,33,RU,1584558431,96,65.97,78.37,15.06,9.86
Kalevala,52,RU,1584558431,89,65.2,31.17,27.9,7.27
Chapadinha,45,BR,1584558431,78,-3.74,-43.36,86.88,2.95
Hoskote,3,IN,1584558431,53,13.07,77.8,77.0,2.24
Sfântu Gheorghe,31,RO,1584558431,57,45.87,25.78,42.01,2.19
Coyhaique,1,CL,1584558431,42,-45.58,-72.07,62.6,8.05
High Level,20,CA,1584558432,61,58.52,-117.14,17.6,3.36
Harper,66,LR,1584558432,91,4.38,-7.72,79.74,5.61
Esim,60,GH,1584558432,78,4.87,-2.24,83.28,8.3
Tromsø,75,NO,1584558148,92,69.65,18.96,33.8,4.7
Hong Kong,40,HK,1584558425,83,22.29,114.16,73.0,6.93
Havre-St-Pierre,75,CA,1584558432,63,50.23,-63.6,28.4,26.4
Bandundu Province,43,CD,1584558432,86,-3.32,17.37,78.48,3.65
Kamenka,0,RU,1584558433,42,51.32,42.77,37.99,5.97
North Platte,90,US,1584558433,62,41.12,-100.77,51.8,3.36
Pisco,40,PE,1584558433,30,-13.7,-76.22,80.01,9.17
San Rafael,0,AR,1584558378,25,-34.62,-68.33,76.26,6.67
Gao,59,ML,1584558434,6,16.64,1.64,95.04,8.1
Inverell,1,AU,1584558434,90,-29.78,151.12,50.0,2.39
Dickinson,75,US,1584558434,57,29.46,-95.05,82.99,11.41
Kasongo,100,CD,1584558434,97,-4.45,26.67,68.52,6.33
Charlottetown,20,CA,1584558434,37,46.24,-63.13,35.01,16.11
Houma,75,US,1584558434,61,29.6,-90.72,82.4,14.99
Talavera,75,PH,1584558434,73,15.62,120.93,75.2,4.7
Richards Bay,0,ZA,1584558435,78,-28.78,32.04,76.32,24.34
Hanna,100,CA,1584558435,84,51.63,-111.9,15.01,11.01
Carquefou,100,FR,1584558435,76,47.3,-1.49,61.0,2.24
Vila Franca do Campo,20,PT,1584558435,82,37.72,-25.43,62.6,12.75
Verkhnetulomskiy,75,RU,1584558436,86,68.61,31.8,30.2,1.99
Jizan,20,SA,1584558436,66,17.33,42.67,86.0,9.17
Srednekolymsk,73,RU,1584558436,90,67.45,153.68,-17.16,7.0
Dehlorān,83,IR,1584558240,76,32.69,47.27,62.04,15.1
Ahipara,0,NZ,1584558436,72,-35.17,173.17,59.76,7.45
Keningau,20,MY,1584558436,83,5.34,116.16,77.0,4.7
Jurbise,0,BE,1584558436,66,50.53,3.91,55.4,3.36
Zachepylivka,0,UA,1584558436,46,49.19,35.24,42.06,0.67
Ust'-Kulom,98,RU,1584558437,91,61.69,53.69,32.88,11.74
Lhokseumawe,79,ID,1584558143,80,5.18,97.15,71.22,4.52
Vao,7,NC,1584558437,77,-22.67,167.48,76.44,23.44
Coquimbo,20,CL,1584558437,68,-29.95,-71.34,68.0,14.99
Ustka,100,PL,1584558437,78,54.58,16.86,49.26,16.08
Westport,1,US,1584558355,31,41.14,-73.36,55.99,11.41
Anadyr,90,RU,1584558437,92,64.75,177.48,30.2,40.26
Zaoyang,94,CN,1584558438,61,32.13,112.75,59.34,3.02
Majene,81,ID,1584558438,90,-3.54,118.97,75.6,3.98
China,11,MX,1584558438,44,25.7,-99.23,87.66,17.81
Yulara,0,AU,1584558438,27,-25.24,130.99,78.8,5.82
Sokoto,61,NG,1584558438,6,13.06,5.24,88.5,6.11
Oddur,25,SO,1584558439,49,4.12,43.89,84.9,17.67
Huilong,31,CN,1584558439,75,31.81,121.66,64.0,9.15
Touros,40,BR,1584558439,62,-5.2,-35.46,87.8,12.75
Jambi City,100,ID,1584558439,96,-1.6,103.62,75.9,2.01
Meylan,57,FR,1584558439,76,45.22,5.79,57.99,3.36
Fort Nelson,75,CA,1584558300,53,58.81,-122.7,23.0,2.24
Okato,68,NZ,1584558439,71,-39.2,173.88,57.99,1.99
Kumluca,0,TR,1584558439,38,36.37,30.29,44.04,11.77
Port-Gentil,20,GA,1584558347,88,-0.72,8.78,82.4,8.05
Portobelo,40,PA,1584558440,44,9.55,-79.65,93.2,13.87
Pitimbu,40,BR,1584558440,70,-7.47,-34.81,86.0,9.17
Vanimo,98,PG,1584558440,72,-2.67,141.3,82.74,6.11
Aksarka,83,RU,1584558440,91,66.56,67.8,21.6,11.48
San Cristobal,75,VE,1584558324,69,7.77,-72.22,78.8,9.17
Tongliao,100,CN,1584558424,45,43.61,122.27,35.04,13.91
Olenegorsk,100,RU,1584558441,98,68.15,33.3,29.46,2.8
Cherskiy,62,RU,1584558441,95,68.75,161.3,-15.18,12.88
Manado,20,ID,1584558441,88,1.49,124.85,77.0,1.12
Kapit,76,MY,1584558441,99,2.02,112.93,72.84,1.01
Mangai,82,CD,1584558441,87,-4.05,19.53,75.72,2.35
Kushtagi,55,IN,1584558441,49,15.77,76.2,79.86,5.61
Bandarbeyla,17,SO,1584558442,74,9.49,50.81,80.28,6.06
Gayéri,30,BF,1584558442,13,12.65,0.49,99.0,6.76
Mumford,92,GH,1584558442,78,5.26,-0.76,83.46,7.16
Vestmanna,42,FO,1584558442,93,62.16,-7.17,37.4,6.93
Marrakesh,75,MA,1584558429,39,31.63,-8.01,64.4,10.29
Mpika,93,ZM,1584558442,95,-11.83,31.45,63.48,0.6
Lavrentiya,100,RU,1584558442,93,65.58,-171.0,24.42,7.18
Volot,100,RU,1584558443,87,57.93,30.7,46.02,15.57
Parrita,20,CR,1584558443,56,9.52,-84.32,84.2,18.34
Alugan,1,PH,1584558443,82,12.22,125.48,78.78,6.69
Ciudad Bolivar,28,VE,1584558227,31,8.12,-63.55,94.86,9.44
Poum,2,NC,1584558443,74,-20.23,164.02,79.68,24.76
Eilat,0,IL,1584558444,36,29.56,34.95,64.4,4.7
Baharly,24,TM,1584558444,51,38.44,57.43,66.24,9.22
Moerai,100,PF,1584558444,83,-22.43,-151.33,81.12,14.12
Tilichiki,100,RU,1584558444,94,60.47,166.1,14.7,9.64
Tapes,89,BR,1584558444,72,-30.67,-51.4,80.4,8.55
Whitehorse,90,CA,1584558198,92,60.72,-135.05,21.0,1.63
Berlevåg,90,NO,1584558184,100,70.86,29.09,24.8,21.92
Morón,40,AR,1584558445,83,-34.65,-58.62,79.0,9.17
Yārāda,75,IN,1584558445,88,17.65,83.27,75.2,11.41
Omsukchan,100,RU,1584558445,98,62.53,155.8,-3.06,6.26
Kaihua,93,CN,1584558306,93,23.37,104.28,59.22,4.63
Pokhara,17,NP,1584558445,68,28.23,83.98,59.88,3.8
San Miguel de Cozumel,75,MX,1584558446,62,20.51,-86.95,86.0,13.87
Bahawalpur,18,PK,1584558446,32,29.4,71.68,73.74,4.85
Belen,75,TR,1584558446,57,36.49,36.22,50.0,6.93
Somoto,16,NI,1584558446,43,13.48,-86.58,82.62,11.68
Distrikt Brokopondo,72,SR,1584558446,51,4.75,-55.17,89.46,5.59
Palauig,0,PH,1584558446,75,15.44,119.9,73.02,3.71
Ambilobe,48,MG,1584558446,83,-13.2,49.05,78.12,0.45
Ambanja,28,MG,1584558446,78,-13.68,48.45,80.22,2.46
Impfondo,99,CG,1584558447,63,1.64,18.07,83.28,2.44
Pangnirtung,90,CA,1584558447,56,66.15,-65.71,12.2,10.29
Samarai,34,PG,1584558447,92,-10.62,150.67,74.64,3.42
Auchi,72,NG,1584558447,42,7.07,6.27,92.82,6.22
Hiriyūr,0,IN,1584558447,29,13.95,76.62,75.18,3.49
Kirensk,100,RU,1584558447,83,57.79,108.11,26.04,12.17
Vardø,90,NO,1584558184,92,70.37,31.11,28.4,13.87
Semey,50,KZ,1584558448,85,50.41,80.23,26.22,5.26
Upleta,0,IN,1584558448,38,21.73,70.28,72.3,3.78
Cockburn Town,0,TC,1584558448,71,21.46,-71.14,76.32,19.17
Mama,58,RU,1584558448,93,58.31,112.9,7.02,6.44
Korla,12,CN,1584558448,40,41.76,86.15,37.56,1.7
Mayo,90,US,1584558448,50,38.89,-76.51,57.99,8.05
Bitung,20,ID,1584558448,88,1.45,125.18,77.0,1.12
Rutana Province,100,BI,1584558449,94,-3.87,30.1,64.02,2.86
Umm Kaddadah,100,SD,1584558449,12,13.6,26.69,78.6,12.8
Saint-Philippe,40,RE,1584558449,78,-21.36,55.77,78.8,5.82
Gulf Gate Estates,1,US,1584558449,40,27.25,-82.51,89.01,9.17
Kenai,40,US,1584558449,79,60.55,-151.26,28.99,4.7
Mahon,40,ES,1584558450,93,39.89,4.27,55.4,8.05
Sulangan,69,PH,1584558450,77,11.14,123.72,80.22,12.41
Magaria,1,NE,1584558450,8,13.0,8.91,86.4,8.86
Panalingaan,80,PH,1584558450,72,8.78,117.42,78.96,1.77
Pita,84,GN,1584558450,19,10.83,-12.58,91.02,7.87
Boundiali,32,CI,1584558450,30,9.52,-6.49,95.76,5.03
Hvolsvollur,90,IS,1584558451,92,63.75,-20.22,30.2,23.04
Diamantino,19,BR,1584558358,63,-14.41,-56.45,88.5,2.75
Adré,95,TD,1584558451,15,13.47,22.2,80.58,11.18
Bilibino,100,RU,1584558451,87,68.05,166.44,0.3,5.66
São Sebastião,0,BR,1584558451,76,-23.76,-45.41,79.86,11.01
Sabha,100,LY,1584558451,14,27.04,14.43,78.78,7.87
Oktyabr'skoye,100,RU,1584558451,97,43.06,44.74,27.54,2.48
Imuris,83,MX,1584558452,88,30.78,-110.87,54.0,11.01
Keminmaa,20,FI,1584558452,92,65.86,24.82,24.8,4.7
Tautira,75,PF,1584558452,70,-17.73,-149.15,86.0,8.05
Armizonskoye,66,RU,1584558452,94,55.95,67.67,24.96,11.86
Hamilton,90,US,1584558358,93,39.18,-84.53,53.01,3.36
Mercedes,91,AR,1584558453,29,-34.65,-59.43,79.0,3.0
Yamada,94,JP,1584558453,81,39.47,141.95,37.2,5.08
Hauterive,0,FR,1584558453,62,46.09,3.45,59.0,5.82
Saint George,85,US,1584558447,86,37.1,-113.58,46.4,1.72
Quatre Cocos,75,MU,1584558453,83,-20.21,57.76,78.8,3.36
Bubaque,71,GW,1584558453,73,11.28,-15.83,78.06,21.45
Miguel Hidalgo,5,MX,1584558454,35,19.42,-99.2,84.2,3.36
Pacific Grove,75,US,1584558454,54,36.62,-121.92,55.4,5.82
Los Andes,0,CL,1584558454,28,-32.83,-70.6,84.0,10.29
Seoul,75,KR,1584558434,71,37.57,126.98,53.6,4.7
Aripuanã,100,BR,1584558454,94,-9.17,-60.63,80.4,1.45
Labuan,75,MY,1584558454,94,5.28,115.24,82.4,1.12
Eufaula,20,US,1584558354,48,31.89,-85.15,84.99,14.99
Bajil,99,YE,1584558455,63,15.06,43.29,81.3,1.52
Manggar,100,ID,1584558455,75,-2.88,108.27,82.38,6.98
Ludvika,17,SE,1584558455,51,60.15,15.19,39.99,9.17
Lafia,57,NG,1584558455,22,8.48,8.52,95.7,4.81
Funtua,48,NG,1584558455,6,11.52,7.31,85.44,9.51
Okha,8,RU,1584558455,91,53.57,142.95,8.76,5.93
Opuwo,100,NA,1584558455,82,-18.06,13.84,69.6,9.64
Salamanca,0,ES,1584558456,82,40.83,-6.0,55.99,8.05
Hirado,8,JP,1584558456,93,33.36,129.55,55.4,3.36
Safi,60,MA,1584558456,56,32.3,-9.24,58.14,8.79
Dul'durga,0,RU,1584558456,77,50.68,113.59,18.12,3.96
Sarāhan,46,IN,1584558456,54,31.52,77.8,20.82,10.33
Strezhevoy,73,RU,1584558456,85,60.73,77.59,19.4,11.18
Conde,40,BR,1584558416,70,-7.26,-34.91,86.0,9.17
Chernyshevsk,0,RU,1584558457,79,52.52,117.02,10.02,1.36
La Troncal,75,EC,1584558457,46,-2.4,-79.33,84.2,3.36
Fayaoué,2,NC,1584558457,76,-20.65,166.53,79.14,21.59
Kushima,66,JP,1584558457,91,31.46,131.23,51.42,1.74
Nelson Bay,0,AU,1584558405,93,-32.72,152.15,62.01,4.7
Malkara,47,TR,1584558457,75,40.89,26.9,36.3,8.88
Chihuahua,90,MX,1584558300,30,28.5,-106.0,71.6,16.11
Fairbanks,90,US,1584558313,86,64.84,-147.72,33.8,6.93
Xining,2,CN,1584558458,39,36.62,101.77,31.8,3.13
Haimen,75,CN,1584558458,100,23.19,116.61,64.4,2.24
Griffith,90,US,1584558458,93,41.53,-87.42,45.0,8.05
Nizhyn,15,UA,1584558458,70,51.05,31.89,43.32,4.85
The Valley,40,AI,1584558458,55,18.22,-63.06,86.0,11.41
Arica,74,CL,1584558459,57,-18.48,-70.3,82.4,13.87
Abu Kamal,66,SY,1584558459,63,34.45,40.92,56.34,17.43
Mardin,90,TR,1584558459,87,37.31,40.74,48.2,9.17
Imbituba,75,BR,1584558459,74,-28.24,-48.67,78.8,8.05
Provideniya,100,RU,1584558459,96,64.38,-173.3,22.98,5.5
Mana,83,GF,1584558459,62,5.66,-53.78,85.26,8.88
Labuhan,100,ID,1584558460,91,-6.88,112.21,76.08,2.26
Baruun-Urt,11,MN,1584558200,77,46.68,113.28,13.62,7.58
Amberley,90,US,1584558460,93,39.2,-84.43,53.01,3.36
Batagay-Alyta,37,RU,1584558460,65,67.8,130.41,-20.04,5.03
Qasigiannguit,40,GL,1584558460,43,68.82,-51.19,15.8,26.4
Huarmey,35,PE,1584558461,43,-10.07,-78.15,86.58,13.0
Tubualá,40,PA,1584558461,44,9.52,-79.03,93.2,13.87
Storforshei,95,NO,1584558461,98,66.4,14.52,23.16,5.55
Namatanai,95,PG,1584558461,77,-3.67,152.43,81.3,3.29
Kimberley,20,ZA,1584558461,78,-28.73,24.76,71.6,9.17
Saint-Paul,75,RE,1584558461,83,-21.01,55.27,78.8,2.24
Ibotirama,33,BR,1584558461,72,-12.19,-43.22,83.7,4.88
Poconé,73,BR,1584558462,44,-16.26,-56.62,94.8,4.74
Maţāy,0,EG,1584558462,44,28.42,30.78,61.38,9.98
Palmer,1,US,1584558462,17,42.16,-72.33,55.99,6.93
Mamaku,0,NZ,1584558462,90,-38.1,176.08,54.0,1.45
Port Blair,29,IN,1584558304,68,11.67,92.75,82.56,9.06
Magnolia,20,US,1584558295,81,33.27,-93.24,73.4,9.17
Kristiansund,75,NO,1584558463,80,63.11,7.73,39.2,29.97
Kabompo,93,ZM,1584558463,94,-13.59,24.2,66.18,1.23
Tselinnoye,100,RU,1584558463,93,53.08,85.67,24.96,9.08
Bushehr,83,IR,1584558463,36,28.97,50.84,78.8,20.8
Necochea,58,AR,1584558463,87,-38.55,-58.74,68.0,7.0
Adwa,81,ET,1584558463,31,14.16,38.9,64.38,3.69
Portland,90,US,1584558342,57,45.52,-122.68,53.01,2.01
Jiuquan,80,CN,1584558464,27,39.74,98.52,36.54,2.75
Kumul,61,CN,1584558464,24,42.8,93.45,47.82,2.93
Dicabisagan,94,PH,1584558464,73,17.08,122.42,75.96,6.06
Sidhi,0,IN,1584558464,28,24.42,81.88,74.88,0.92
Trairi,42,BR,1584558464,81,-3.28,-39.27,82.8,5.39
Sørland,75,NO,1584558464,86,67.67,12.69,39.2,4.7
Santa Vitória,26,BR,1584558465,55,-18.84,-50.12,87.42,1.99
Adeje,20,ES,1584558465,55,28.12,-16.73,66.99,10.29
Grand-Santi,84,GF,1584558465,78,4.25,-54.38,83.82,7.34
Terrace,75,CA,1584558393,55,54.52,-128.6,37.4,18.34
Qiyang,93,CN,1584558465,95,26.59,111.85,58.98,0.92
Constitución,3,CL,1584558465,58,-35.33,-72.42,66.42,10.11
Christchurch,50,NZ,1584558312,100,-43.53,172.63,46.0,3.36
Mocuba,13,MZ,1584558466,96,-16.84,36.99,72.72,2.59
Gualaquiza,39,EC,1584558466,87,-3.4,-78.55,74.46,1.81
Zapolyarnyy,75,RU,1584558466,86,69.42,30.81,26.6,2.55
Langeskov,100,DK,1584558351,87,55.36,10.58,46.4,5.82
Khovd,100,MN,1584558466,51,48.01,91.64,33.12,7.45
Semporna,20,MY,1584558466,94,4.48,118.61,77.0,3.36
Natal,37,BR,1584558466,62,-5.79,-35.21,87.8,12.75
Muros,0,ES,1584558466,67,42.78,-9.06,66.0,6.93
Saint-Joseph,40,RE,1584558467,78,-21.37,55.62,78.8,5.82
Lovington,5,US,1584558208,72,32.94,-103.35,69.01,9.17
Tornio,30,FI,1584558467,92,65.85,24.15,24.8,4.7
Khani,90,GE,1584558467,93,41.96,42.96,41.0,3.36
Sitka,90,US,1584558199,93,57.05,-135.33,35.6,6.29
Vaitape,100,PF,1584558467,68,-16.52,-151.75,82.98,3.11
Tuatapere,38,NZ,1584558468,65,-46.13,167.68,57.99,11.01
Skibbereen,75,IE,1584558468,75,51.55,-9.27,42.8,8.05
Ashcroft,5,CA,1584558468,30,50.72,-121.29,44.6,8.05
Astoria,90,US,1584558468,66,46.19,-123.83,51.01,5.82
Lumberton,75,US,1584558468,60,34.62,-79.01,73.99,9.17
Grand Gaube,75,MU,1584558469,83,-20.01,57.66,78.8,3.36
Concordia,75,AR,1584558469,78,-31.39,-58.02,77.0,13.87
Djibouti,54,DJ,1584558184,79,11.5,42.5,76.08,15.39
Sarkand,42,KZ,1584558469,83,45.41,79.92,40.62,1.07
Jinchang,16,CN,1584558469,26,38.5,102.17,37.2,6.8
Dunedin,93,NZ,1584558251,75,-45.87,170.5,55.0,1.99
Camaná,35,PE,1584558470,59,-16.62,-72.71,76.26,11.14
Oyama,20,JP,1584558470,86,36.3,139.8,53.01,3.36
